user_name,personality ,I-E,S-N,T-F,J-P,captions,nb_emojis
laurie_porr,isfj,1,1,0,1," |||Decide. And GO!! |||This child is my sunshine! 🌞 This big smile makes every day worth living. His old soul is the sweetest, most understanding of anyone I know. He is simply the best, better than all the rest. And, I'm probably biased and I'm ok with that. |||And just like that.....I'm the mom of two teen boys and a 20 year old daughter.Yesterday my baby became a teenager. The big 1-3. And, it's one of the biggest honors of my life, to usher him into this period of his life. |||So worth it. |||This year I am focusing on targeting inflammation in my body. I suffer from migraines.  I experience depression and anxiety. I've been feeling sluggish and fatigued this past year. I know that inflammation can be a major factor in all of this.I've started drinking celery juice daily. I have started using hemp CBD oils daily. I will be focusing on a more plant based diet and eliminating some foods that typically cause inflammation.This whole search for my best life is constantly ongoing.  I know there is no such thing as a quick fix.  Slowly incorporating all the things I am learning will get me where I want to be. I am always stopping to appreciate exactly where I am though. Life IS good!!! What are your best tips to reduce inflammation? .What are you doing this year to improve your overall health? |||All three of my babies were together on Christmas morning. Dream come true!! |||This boy is about to get the change of his little life. He has scoliosis. Before Christmas he is getting fitted for a back brace. Just in to the new year he will get that brace. He has to wear it 17 hours a day until he stops growing. That's about 4 years.Not gonna lie. This is freaking me out BIG TIME.  We have faced many challenges together. My committment is strong. My love it deep. His stubborn streak hasn't broken me.....yet. This will be a huge test for both of us. He will resist, most likely violently. I will have to dig deep into my reserve of patience with him.Together....we got this!! |||It's December. Christmas is in less than 23 days. 😱 Gifts have to be purchased. Cookies made.  Houses decorated. Parties attended. School events juggled. Work obligation met.I'm here to remind you to take time to take care of yourself. Take that longer shower. Eat that healthy snack instead of cookies. Go for a walk with a friend. Linger around the tree with your kids. Kiss your loved ones under the mistletoe. Cherish the little things.Don't let the business  of this time rob you of the precious moments that are surely present. |||TEN YEAR CHALLENGE.2009 vs. 2019 |||Holding myself accountable. I'm in charge of me. I decide how I treat my body. I make the changes. I hold the cards. I'm the only one that can. I choose my fate.Are you taking responsibility for you? Treating yourself the way you deserve to be treated? It's your choice. |||One of my all time favorite pictures of these two gems from 2011.I've been watching them interact more closely lately. In part, because they actually interact.It's been a rough road of jealousy between them growing up. Finley gets treated differently by my ex husband for being ""normal"". Jasmine got special, unwanted, attention from me for being so sick growing up. Guilt, gender, age, circumstance....caused me to parent them very differently. And they are both growing up with a profoundly handicapped brother who requires 24/7 attention that causes a ripple in everything.I am proud of them for sticking it through all the crap. They are really starting to bond and it is beautiful. When they see each other now, they enjoy each other. Finally, laughter is erupting. Hugs are being returned. Goofiness takes place. I love yous are exchanged.It's never to late to make it better. Life is short. Love your family. Make opportunities. Don't give up! Keep getting together even when it's painful. Things can, and do, change. |||Thank you for following along in my corner of the internet. Can't wait to get to know you all and share my passions with each of you!!! |||You deserve all good things life has to offer! |||Just popping in to say hello. Just want to remind you that you are worth it and you are loved! You are not alone, ever, unless you choose to be. You matter! |||This tiny guy!! He just finished his mountain biking season. I am so impressed with his grit and determination. Is he the fastest kid out there? Not yet. Is he pouring his heart into every practice and race? Absolutely! He started and finished every time on his bike with a smile knowing he gave his all.So proud of Finley for his commitment to being his very best EVERY SINGLE TIME. When I grow up I want to be just like him! |||These two little men have grown places in my heart I didn't know existed. I never knew I wanted a boy. I grew up in a house with two sisters. I had no idea. But God, he knew I NEEDED them. Can't imagine a second without my boys.#nationalsonday #Godknew |||I made a commitment to myself about 2 months ago to take better care of myself. Make better food choices. Rest when I'm tired. Move more when I can. Drink my superfood shakes to nourish my body.  Work on my mental strength and depression. Wear clothes that make me feel good about myself. Wear makeup. Speak up more. Ask for help. Spread more positive into the world.These are the physical changes that you can see. The ones on the inside are looking better too.It's never to late to start again. And then.....again. Life is a long journey. Just keep going. You can choose to make tomorrow better than today.So, what are you doing tomorrow? |||When God was picking mother/daughter pairs, I hit the jackpot! I am blessed to call this beautiful woman MINE!Life has handed us quite a few challenges in our 20 years together. Some rocked us to the core. One thing that has never been shaken is my love for this girl. It has never wavered and has only gotten stronger. We have been pushed to the edge a few times but we will never ever break.I love you baby girl!! #nationaldaughterday |||My son called this my ""mom-chete"". When I signed up for mountain bike trail maintenance, I had no idea I would spend two hours wielding a machete. I had muscles crying the next day that I didn't even know I owned.Seeing this video reminded me that I have held that ""mom-chete"" before. I looked much different at different times in my fight for my kids. Through chronic illnesses, educational advocacies, hospitalizations, therapies, divorce.It also reminded me that I need to swing that machete for myself. Get in the trenches and fight for what I need to be healthy and well. Stick up for my health. Fight for my marriage. Treat myself with love. Fight for ME!! 🤺What part if your life do YOU need to get whacking on? Go grab that machete and GET TO WORK!! |||Some days I struggle with confidence and......thankfully some days I don't.Today was a good day. |||Every time I walk up to my house I see this girl faintly reflected in the glass on my front storm door. As I get healthier, I am starting to like her more. She is slimmer. She has a pep to her step. She stands up straighter. I want to take better care of her. 2019 isn't over yet!!! |||I got my emotions crumpled up and left in a big pile this week. Sending my special needs child back to school is like a kick in the gut. I should expect it by now but it still gets me.Sending him off forces me to face our future. A future where I won't be there anymore. When I'm too old for him to come home to. When I can't take care of him anymore. Those thoughts haunt me. I can't lie. I can hide them most of the time and live one day at a time. Some days I can't.I don't stay there long. I'm getting back up. I took a long hot shower. Cried it out a little. Getting my shit pulled back together. Things just got real. And that's ok.Next! |||It's just their opinion. Again, none of your business. #ignorethemall |||It's me here, reminding you to get up and get dressed and love yourself today.You see, I understand. I wanted to stay on the couch all day in my pajamas. It's the last few days of summer vacation here. I wanted to veg and do nothing. But, I realize that doing nothing is letting a day pass by that I can never get back. A day I give myself less than I deserve. A day my kids have less than the mom they should have.So, I got up, got dressed and tried that new mascara I got the other day. You like?What are YOU doing today? Make it your best!! |||Just a reminder....incase you weren't sure.You are enough.You deserve the best.You are worth it.And you don't need anyone else to be this way. Love yourself first and always. |||Quick tip to make a high protein quick snack.Crack 2 eggs in a coffee mug.Scramble.Stick in the microwave.Heat for 30 seconds and re-scramble.Repeat until egg is cooked.Top with cheese of choice.Enjoy! 🍳Eating healthy doesn't have to be hard, messy or take much time.Have an egg-cellent weekend! (😉) |||This is 45. Take it or leave it.But I wasn't always this confident. It's taken me years of thinking what I would have said.....after the fact. I used to let people decide things for me. I would just go with the flow. Follow the crowd.Then......I decided I wasn't going to put up with that anymore. I changed my mindset. I changed my attitude. I stood up. I took control. I started being ME!! And being me feels great!! Are you being YOU?!? |||This was me the last few days. Just not feeling it. Many reasons. Won't go into that.What I can tell you is that I didn't let my circumstances sidetrack me from taking care of myself. I ate clean, loved on my kids and did what I needed to do to love myself. I made a commitment to do my very best and not give up.What does that commitment look like? It means not turning to junk food, like I would have in the past. It means following my meal plan and tracking my intake. It means not punishing myself if I stray from my plan. Not considering my whole day blown if I eat a cookie. Just building it in to my day and keep going. It's being kind to ME. I do it because I'm worth it.You wanna know something? YOU are worth it too!!! |||Look who's back. .Drop the drums, here it comes, only got one minute to bounce, and every second counts .I made a commitment today to get out of my own way and stop believing my own excuses. I'm going to get real. I'm going to love myself and speak to myself kindly. I'm not going to quit. This shit is getting real.",5
,,,,,,,
lazyhigh17,isfj,1,1,0,1,|||My sunny! |||Sunny,0
,,,,,,,
lbedeschi,infj,1,0,0,1," |||Sant’Antonio di Riccovolto #abandonedplaces #abandoned #ghosttown #urbanexploration #urbex #fpv #instagram #instagood #picoftheday #urbanscape #landscape #landscapephotography #nature #naturephotography #italy |||#landscape #sky #clouds #sunny #summer #field #nature #naturephotography #naturelovers #italy #instagood #instapic #picoftheday #shotoniphone |||Fergie 🐱 #cat #catsofinstagram #pic #picoftheday #instagood #instadaily #instacat #catlover #lovecat |||Cap de Formentor, Mallorca#mallorca #capdeformentor #formentor #maiorca #palmademallorca #palma #baleares #baleari #island #cliff #sunset #moon #sea #seasunset #dusk #landscape #nature #instagood #picoftheday #shotoniphone |||Throne Room at Christiansborg Palace, Copenhagen#christiansborg #christiansborgpalace #christiansborgslot #copenhagen #københavn #denmark #danmark #danimarca #royalpalace #throne #interior #architecture #architecturelover #castle #picoftheday #instadaily #instapic |||Stirling Old Bridge, Scotland#stirling #stirlingoldbridge #scotland #unitedkingdom #battleofstirlingbridge #williamwallace #riverforth #forth #river #bridge #nikond5000 #teamnikon #nikon #nature |||#chevrolet #chevy #car #carlovers #red #redcar #oldschool #oldcar #oldcars #oldcarspotting #garda #lagodigarda #lakegarda #malcesine #picoftheday #instaphoto #photograph #instagood #instapic #picoftheday #sunnyday |||Antons Køkken, Copenhagen #copenhagen #københavn #antonskøkken #denmark #travel #blackandwhite #books #bookshelf #clock |||#venezia #venice #venicecanals #night |||#zante #zakynthos #zante_greece #greece #landscape #nature #sea",1
,,,,,,,
leaannw,esfj,0,1,0,1,|||#yearbook... |||Advisor Camp! |||Summertime and hotdogs! |||Love these people. Thanks Chloe! |||Dinner with my boys! |||Last exam at CA. #statistics |||Nothing sums up our family better. #mothersday |||Little baby Wyatt Ledford! So beautiful! |||Beautiful perfect beach day! |||#adorable |||Gamecock tailgating before homecoming |||Tailgating with my boy and friends! |||My bro! Out of hospital! Enjoying time with my fam for my dad's  bday! @stevewilliams3 #pleasecropthispic |||My boys!!! Love them. @uofsc @stevewilliams3 @j4cobw together! |||Sandstorm!! Student section! @uofscstudents @uofsc |||Gamecock country. Up the ramp to the nosebleed section. Thanks for sitting with us @stevewilliams3 @leaannw |||Game on!! |||At Williams Brice!  @stevewilliams3 @j4cobw |||I'm loving time with my boy!  @uofscparents #parentsweekend GO COCKS! |||Family time with Iricks!! Happy bday mom! |||Leaving  @stevewilliams3 was harder than I thought. I know he is ready even if I'm not.  Jer 29:11 |||Christian Academy at @uofsc  @stevewilliams3  @spencer_williamm |||@stevewilliams3 @spencer_williamm @uofsc & Jonathan Herrera move in day! @sc_gamecocks Bates West! |||@uofsc @sc_gamecocks  and away we go! @stevewilliams3 @j4cobw . my people❤️! |||@stevewilliams3 @j4cobw leaving for @sc_gamecocks tomorrow!! |||Last day before school.  Squeezing the last drop of time out!!! |||Last days in Bahamas! |||Bonfire at Tanio Beach! Love the Bahamas! |||Visit to Grand Lucayan National Park. Beautiful!,1
,,,,,,,
leafgirl08,enfp,0,0,0,0," |||A #voges #valentines #cat #goddess #love! |||#gratefulheart #gottago #loveyourselffirst #sotrue ❤️#valentinesday2020 |||#Tucson #gemstonelover #inmyhappyplace 💜 |||@clairethebear5 and @leafgirl08 #hanginout with this #sweetgirl #lovethis part of my job 💜 |||❤️ #fav  #damngood chocolate #askinosie #fairtradegifts for the #consciousconsumer #verybest #mindfullgifts #love! |||Fun day at #beadologyiowa #iowacity #ilovethisplace #goodvibeshere #gladtobeback ❤️ |||That’s my heart right there #meadow #sweetgirl #inandout #kittylove |||#fkj #goodtimes #noplacelikeparis 💕💕💕 |||#himalayanfoodie #windsorcalifornia |||#blonder |||#howlite #lava rock #goodvibes  #floracopeia #essentialoillove #leafgirlstudio #leafgirlhandmades #handmadegemstonejewelry  #love 💚 |||Sunshine! ❤️ |||#meadow in the #wild  she loves her space 💚 |||Leafgirl’s new look is so #magical ! |||So patient ❤️ |||#inthemoment #practicing #authentic #organiclove her #chillspot meadowtation #mygirl #catlove ❣️❣️❣️ |||Gemstone fix!#goodvibesonly #beadniks #wickerpark #chicago |||Happy Spring!#tulip love! 🌷❤️ |||#leafgirlstudio where the #magic happens!! |||#turquoiselove !  Custom made bracelet from #leafgirl studio 💋 |||My meadow ❤️#warmingmyheart it’s #coldoutside !! |||@skylargrey @citywinerychi  #wow !!! covering #jonimitchell |||Latest new moon creation!Earth grounding turquoise surrounds mixed stones including amber, lapis, and Australian opal |||Bundled up in #beverlychicago love! @capsulechicago #shoplocal #presentsforme 😄 |||#heartspacefull #parislove with #mylove❤️ |||#grateful #2018 🍁♥️Fun time at the Turkey Trot 5k this morning feeling inspired supporting the greater Chicago Food Depository 🍁🍁🍁 |||Feeling so blessed for the life I am living& inspired by #evarawposa and my trip to #marthasvineyard #highrawlife #enchanted #girltime ♥️🙏🏻💞🧚‍♀️ |||A beautiful Fall day my new #neighborhoodwalk |||Missing this guy 💕 my #heartspacefull",33
,,,,,,,
leung_howard,isfp,1,1,0,0," |||Valencia St., S.F....#filmwave #drivebyfilm #madewithkodak #portracurated #portra400 #120film #mediumformat #oftheafternoon #SF_Insta #streetizm #somewheremagazine #nowherediary #thinkverylittle |||Spofford St., Chinatown, SF. #3...#oftheafternoon #SF_Insta #streetizm #artclassified #paperjournalmag #somewheremagazine #nowherediary #thinkverylittle #useformat #ifyouleave #knowthismind #RECO_ig |||Spofford St., Chinatown, SF. #2...#oftheafternoon #SF_Insta #streetizm |||Spofford St., Chinatown, S.F....#oftheafternoon #SF_Insta #streetizm #thinkverylittle #useformat |||Four Barrel Coffee, Mission, S.F....#filmwave #drivebyfilm #madewithkodak #portracurated #portra400 #oftheafternoon #120film #6X6 #SF_Insta #streetizm #artclassified #paperjounalmag #somewheremagazine #nowherediary #thinkverylittle #useformat #ifyouleave #knowthismind #RECO_if #aintbadmagazine #archivecollectivemag |||Layout designed by light & shadows....#oftheafternoon #SF_Insta #streetizm #artclassified #paperjounalmag #somewheremagazine #nowherediary #thinkverylittle #useformat #ifyouleave #knowthismind #RECO_if #aintbadmagazine #archivecollectivemag #dazedandexposed #cinebible #filmwave #drivebyfilm #madewithkodak #portracurated #portra400 #120film #6x6 |||Hoping all these cars’ owners can maintain them well, keeping the classics on the road for us to appreciate....#oftheafternoon #SF_Insta #streetizm #artclassified #paperjounalmag #somewheremagazine #nowherediary #thinkverylittle #useformat #ifyouleave #knowthismind #RECO_if #dazedandexposed #cinebible #carcorners #120film #645 |||S. Bascom Ave., San Jose, CA...#oftheafternoon #SF_Insta #streetizm #artclassified #paperjounalmag #somewheremagazine #nowherediary #thinkverylittle #useformat #ifyouleave #knowthismind #RECO_if #dazedandexposed #cinebible #6x6 #120film #mediumformat |||Burbank Theater, San Jose, CA.The Burbank Theater showed porn films from 1970s, became a revival house again in 1977-1978, then switched back to porn  in 1978-2000.⠀⠀The Burbank Theater was shut down in March of 2000 as a public nuisance by the Santa Clara County DA. ...#ifyouleave #dazedandexposed #cinebible #instamood #oftheafternoon #SF_Insta #streetizm #artclassified #paperjournalmag #somewheremagazine #nowherediary #thinkverylittle #useformat #knowthismind #RECO_ig #120film #portra400 |||Almost 5 PM, December 2019, San Jose, CA. ...120film, Portra 400 .#stayabstract #ifyouleave #dazedandexposed #cinebible #instamood #oftheafternoon #SF_Insta #streetizm #artclassified #paperjournalmag #somewheremagazine #nowherediary #thinkverylittle #useformat #knowthismind #RECO_ig |||The holidays are over too soon....#digital #leicam10d #35mmsummicron |||Simply couldn’t get enough of all the bicycle scenes of Tokyo.....#ifyouleave #dazedandexposed #cinebible #instamood #oftheafternoon #streetizm #artclassified #paperjournalmag #somewheremagazine #nowherediary #thinkverylittle #useformat #knowthismind #RECO_ig #leica #madeinwetzlar #leicam10d #summicron #leicasociety #leicastoresf #passionleica #leica_fotografie_international #leicashooter #leica_club |||Asakusa, Tokyo....#oftheafternoon #streetizm #artclassified #paperjournalmag #somewheremagazine #nowherediary #thinkverylittle #useformat #ifyouleave #knowthismind #RECO_ig #leica #madeinwetzlar #leicam10d #summicron #leicasociety #leicastoresf #passionleica #leica_fotografie_international #leicashooter |||Shinjuku, Tokyo.....#ifyouleave #dazedandexposed #cinebible #instamood #bw #blackandwhite #streetizm #artclassified #paperjournalmag #somewheremagazine #nowherediary #thinkverylittle #useformat #knowthismind #RECO_ig #leica #madeinwetzlar #leicamqp #leicasociety #leicastoresf #passionleica #leica_fotografie_international #leicashooter |||Morning Commute, Tokyo.....#ifyouleave #dazedandexposed #cinebible #instamood #oftheafternoon #streetizm #artclassified #paperjournalmag #somewheremagazine #nowherediary #thinkverylittle #useformat #knowthismind #RECO_ig #leica #madeinwetzlar #leicam10d #summicron #leicasociety #leicastoresf #passionleica #leica_fotografie_international #leicashooter |||The parked bike scenes of Japan.....#oftheafternoon #streetizm #artclassified #paperjournalmag #somewheremagazine #nowherediary #thinkverylittle #useformat #ifyouleave #knowthismind #RECO_ig #leica #madeinwetzlar #leicamq #summicron #leicasociety #leicastoresf #passionleica #leica_fotografie_international #leicashooter |||Shinjuku, Tokyo.....#streetizm #artclassified #paperjournalmag #somewheremagazine #nowherediary #thinkverylittle #useformat #ifyouleave #knowthismind #RECO_ig #leica #madeinwetzlar #leicaq #leicasociety #leicastoresf #passionleica #leica_fotografie_international #leicashooter |||Beautiful mess.....#stayabstract #minimalmood #mindtheminimal #spi_minimalism #aquietstyle #oftheafternoon #SF_Insta #streetizm #artclassified #paperjournalmag #somewheremagazine #nowherediary #thinkverylittle #useformat #ifyouleave #knowthismind #RECO_ig #leica #madeinwetzlar #leicam10d #summicron #leicasociety #leicastoresf #passionleica #leica_fotografie_international #leicashooter |||Being there.....#ifyouleave #dazedandexposed #cinebible #instamood #oftheafternoon #SF_Insta #streetizm #artclassified #paperjournalmag #somewheremagazine #nowherediary #thinkverylittle #useformat #knowthismind #RECO_ig #leica #madeinwetzlar #leicam10d #summicron #leicasociety #leicastoresf #passionleica #leica_fotografie_international #leicashooter |||On watch.....#minimalmood #mindtheminimal #spi_minimalism #aquietstyle #oftheafternoon #SF_Insta #streetizm #artclassified #paperjournalmag #somewheremagazine #nowherediary #thinkverylittle #useformat #ifyouleave #knowthismind #RECO_ig #leica #madeinwetzlar #leicam10d #summicron #leicasociety #leicastoresf #passionleica #leica_fotografie_international #leicashooter |||Valencia St., San Francisco.....  #oftheafternoon #SF_Insta #streetizm #artclassified #paperjournalmag #somewheremagazine #nowherediary #thinkverylittle #useformat #ifyouleave #knowthismind #RECO_ig .#leica #madeinwetzlar #leicam3 #zeiss #leicasociety #leicastoresf #passionleica #leica_fotografie_international #leicashooter #blackandwhite #35mmfilm #ilfordhp5 #400iso |||In the dark. ...#ifyouleave #dazedandexposed #cinebible #instamood #oftheafternoon #SF_Insta #streetizm #artclassified #paperjournalmag #somewheremagazine #nowherediary #thinkverylittle #useformat #knowthismind #RECO_ig #bw #blackandwhite #streets  #leica #madeinwetzlar #leicam10d #summicron #leicasociety #leicastoresf #passionleica #leica_fotografie_international #leicashooter |||In the light. ...#ifyouleave #dazedandexposed #cinebible #instamood #oftheafternoon #SF_Insta #streetizm #artclassified #paperjournalmag #somewheremagazine #nowherediary #thinkverylittle #useformat #knowthismind #RECO_ig #bw #blackandwhite #streets  #leica #madeinwetzlar #leicam10d #summicron #leicasociety #leicastoresf #passionleica #leica_fotografie_international #leicashooter |||Atlanta, GA...#iphone11pro #rnifilms #mobile |||Ocean Beach, S.F....#35mm #film #portra400⠀⠀ #ifyouleave #dazedandexposed #cinebible #instamood #oftheafternoon #SF_Insta #streetizm #artclassified #paperjournalmag #somewheremagazine #nowherediary #thinkverylittle #useformat #knowthismind #leica #madeinwetzlar #leicam3 #zeiss50mm #leicasociety #leicastoresf #passionleica #leica_fotografie_international #leicashooter #RECO_ig |||Pacific Ocean...#ifyouleave #dazedandexposed #cinebible #instamood #oftheafternoon #SF_Insta #streetizm #artclassified #paperjournalmag #somewheremagazine #nowherediary #thinkverylittle #useformat #knowthismind |||Cow Hollow, S.F....#oftheafternoon #SF_Insta #streetizm #artclassified #paperjournalmag #somewheremagazine #nowherediary #thinkverylittle #useformat #ifyouleave #knowthismind #leica #madeinwetzlar #leicam10d #summicron #leicasociety #leicastoresf #passionleica #leica_fotografie_international #leicashooter |||By the water...#ifyouleave #dazedandexposed #cinebible #instamood #minimalmood #mindtheminimal #spi_minimalism #aquietstyle #leica #madeinwetzlar #leicam10d #summicron #leicasociety #leicastoresf #passionleica #leica_fotografie_international #leicashooter |||Woman in the corner by the window. #bw #blackandwhite #digital .....#ifyouleave #dazedandexposed #cinebible #instamood #minimalmood #mindtheminimal #spi_minimalism #aquietstyle #leica #madeinwetzlar #leicam10d #summicron #leicasociety #leicastoresf #passionleica #leica_fotografie_international #leicashooter |||Cow Hollow, San Francisco....⠀⠀#minimalmood #mindtheminimal #spi_minimalism #oftheafternoon #SF_Insta #streetizm #artclassified #paperjournalmag #somewheremagazine #nowherediary #thinkverylittle #useformat #ilfordhp5 #bw #blackandwhite #35mmfilm #stayabstract #ilford",0
